contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL251219C00250000,2025-11-24 21:01:39+00:00,250.0,27.3,27.3,27.35,3.83,16.318705,451.0,31053,0.32349309326171866,True,REGULAR,USD
AAPL251219C00255000,2025-11-24 20:54:28+00:00,255.0,22.35,22.7,22.75,2.7000008,13.740461,510.0,16590,0.3004220349121094,True,REGULAR,USD
AAPL251219C00260000,2025-11-24 20:59:58+00:00,260.0,18.7,18.35,18.4,3.0300007,19.336315,643.0,22891,0.2825999475097656,True,REGULAR,USD
AAPL251219C00265000,2025-11-24 20:53:18+00:00,265.0,14.2,14.2,14.25,2.6499996,22.94372,1470.0,18760,0.2628857891845704,True,REGULAR,USD
AAPL251219C00270000,2025-11-24 21:01:41+00:00,270.0,10.53,10.6,10.55,1.8800001,21.734106,4475.0,30641,0.24793232543945312,True,REGULAR,USD
AAPL251219C00275000,2025-11-24 21:01:41+00:00,275.0,7.5,7.3,7.35,1.56,26.262627,4270.0,22584,0.2345657598876953,True,REGULAR,USD
AAPL251219C00280000,2025-11-24 21:01:41+00:00,280.0,4.8,4.85,4.8,0.98000026,25.654457,9817.0,28060,0.22443402526855466,False,REGULAR,USD
AAPL251219C00285000,2025-11-24 21:01:39+00:00,285.0,2.88,2.9,2.88,0.68000007,30.909094,10191.0,18218,0.21521780883789063,False,REGULAR,USD
AAPL251219C00290000,2025-11-24 21:01:38+00:00,290.0,1.59,1.59,1.6,0.2800001,21.374054,7648.0,16821,0.20862607788085932,False,REGULAR,USD
AAPL251219C00295000,2025-11-24 21:01:41+00:00,295.0,0.85,0.83,0.84,0.14000005,19.718317,2964.0,13614,0.20520814331054685,False,REGULAR,USD
AAPL251219C00300000,2025-11-24 20:58:24+00:00,300.0,0.45,0.42,0.43,0.089999974,24.99999,8642.0,45128,0.2048419360351562,False,REGULAR,USD
AAPL251219C00305000,2025-11-24 20:54:51+00:00,305.0,0.21,0.21,0.22,0.00999999,4.999995,5202.0,33230,0.2067950415039062,False,REGULAR,USD
AAPL251219C00310000,2025-11-24 20:45:53+00:00,310.0,0.14,0.11,0.13,0.030000001,27.272728,1742.0,10459,0.21436332519531248,False,REGULAR,USD
AAPL251219C00315000,2025-11-24 18:30:41+00:00,315.0,0.08,0.06,0.09,0.009999998,14.285711,1191.0,3399,0.22657023437499998,False,REGULAR,USD
AAPL251219C00320000,2025-11-24 20:27:10+00:00,320.0,0.06,0.04,0.06,0.02,50.0,558.0,10448,0.23633576171874998,False,REGULAR,USD
AAPL251219C00325000,2025-11-24 19:25:51+00:00,325.0,0.05,0.03,0.05,0.020000001,66.66668,1305.0,3015,0.25196060546875,False,REGULAR,USD
AAPL251219C00330000,2025-11-21 17:52:05+00:00,330.0,0.02,0.02,0.05,0.0,0.0,33.0,8739,0.27246821289062495,False,REGULAR,USD
AAPL251219C00335000,2025-11-21 15:18:28+00:00,335.0,0.02,0.02,0.04,0.0,0.0,2.0,346,0.28516339843749994,False,REGULAR,USD
AAPL251219C00340000,2025-11-24 16:52:34+00:00,340.0,0.01,0.02,0.03,-0.01,-50.0,490.0,3190,0.29492892578124996,False,REGULAR,USD
AAPL251219C00345000,2025-11-24 15:20:19+00:00,345.0,0.01,0.01,0.03,0.0,0.0,200.0,597,0.31250687499999996,False,REGULAR,USD
AAPL251219C00350000,2025-11-24 16:59:18+00:00,350.0,0.02,0.01,0.03,0.0,0.0,100.0,5093,0.3320379296875,False,REGULAR,USD
AAPL251219C00360000,2025-11-24 19:35:04+00:00,360.0,0.01,0.0,0.03,0.0,0.0,3.0,2851,0.36524072265625,False,REGULAR,USD
AAPL251219C00370000,2025-11-21 20:29:34+00:00,370.0,0.01,0.0,0.02,0.0,0.0,1.0,5781,0.38281867187499996,False,REGULAR,USD
AAPL251219C00380000,2025-11-20 20:20:50+00:00,380.0,0.01,0.0,0.02,0.0,0.0,5.0,2209,0.414068359375,False,REGULAR,USD
AAPL251219C00390000,2025-11-20 20:20:58+00:00,390.0,0.01,0.0,0.02,0.0,0.0,1.0,1760,0.445318046875,False,REGULAR,USD
AAPL251219C00400000,2025-11-21 16:49:57+00:00,400.0,0.01,0.0,0.01,0.0,0.0,20.0,12647,0.445318046875,False,REGULAR,USD
AAPL251219C00410000,2025-11-21 16:54:35+00:00,410.0,0.01,0.0,0.01,0.0,0.0,2.0,4,0.476567734375,False,REGULAR,USD
AAPL251219C00420000,2025-11-21 16:58:29+00:00,420.0,0.01,0.0,0.01,0.0,0.0,2.0,1,0.500005,False,REGULAR,USD
AAPL251219C00430000,2025-11-18 15:25:44+00:00,430.0,0.01,0.0,0.01,0.0,0.0,,1,0.500005,False,REGULAR,USD
AAPL251219C00440000,2025-11-03 17:05:43+00:00,440.0,0.01,0.0,0.01,0.0,0.0,2.0,3,0.51562984375,False,REGULAR,USD
AAPL251219C00450000,2025-11-11 20:55:53+00:00,450.0,0.01,0.0,0.01,0.0,0.0,1.0,127,0.5468795312500001,False,REGULAR,USD
